,chrom,start,end
95,chr1_0,95000000,96000000
96,chr1_0,96000000,97000000
97,chr1_0,97000000,98000000
98,chr1_0,98000000,99000000
99,chr1_0,99000000,100000000
100,chr1_0,100000000,101000000
101,chr1_0,101000000,102000000
102,chr1_0,102000000,103000000
103,chr1_0,103000000,104000000
104,chr1_0,104000000,105000000
105,chr1_0,105000000,106000000
106,chr1_0,106000000,107000000
107,chr1_0,107000000,108000000
108,chr1_0,108000000,109000000
109,chr1_0,109000000,110000000
110,chr1_0,110000000,111000000
111,chr1_0,111000000,112000000
112,chr1_0,112000000,113000000
113,chr1_0,113000000,114000000
114,chr1_0,114000000,115000000
115,chr1_0,115000000,116000000
116,chr1_0,116000000,117000000
117,chr1_0,117000000,118000000
118,chr1_0,118000000,119000000
119,chr1_0,119000000,120000000
120,chr1_0,120000000,121000000
121,chr1_0,121000000,122000000
122,chr1_0,122000000,123000000
123,chr1_0,123000000,124000000
124,chr1_0,124000000,125000000
125,chr1_0,125000000,126000000
126,chr1_0,126000000,127000000
127,chr1_0,127000000,128000000
128,chr1_0,128000000,129000000
129,chr1_0,129000000,130000000
130,chr1_0,130000000,131000000
131,chr1_0,131000000,132000000
132,chr1_0,132000000,133000000
133,chr1_0,133000000,134000000
134,chr1_0,134000000,135000000
135,chr1_0,135000000,136000000
136,chr1_0,136000000,137000000
137,chr1_0,137000000,138000000
138,chr1_0,138000000,139000000
139,chr1_0,139000000,140000000
140,chr1_0,140000000,141000000
141,chr1_0,141000000,142000000
142,chr1_0,142000000,143000000
143,chr1_0,143000000,144000000
144,chr1_0,144000000,145000000
145,chr1_0,145000000,146000000
146,chr1_0,146000000,147000000
147,chr1_0,147000000,148000000
148,chr1_0,148000000,149000000
149,chr1_0,149000000,150000000
150,chr1_0,150000000,151000000
151,chr1_0,151000000,152000000
152,chr1_0,152000000,153000000
153,chr1_0,153000000,154000000
154,chr1_0,154000000,155000000
155,chr1_0,155000000,156000000
156,chr1_0,156000000,157000000
157,chr1_0,157000000,158000000
158,chr1_0,158000000,159000000
159,chr1_0,159000000,160000000
160,chr1_0,160000000,161000000
161,chr1_0,161000000,162000000
162,chr1_0,162000000,163000000
163,chr1_0,163000000,164000000
164,chr1_0,164000000,165000000
165,chr1_0,165000000,166000000
166,chr1_0,166000000,167000000
167,chr1_0,167000000,168000000
168,chr1_0,168000000,169000000
169,chr1_0,169000000,170000000
170,chr1_0,170000000,171000000
171,chr1_0,171000000,172000000
172,chr1_0,172000000,173000000
173,chr1_0,173000000,174000000
174,chr1_0,174000000,175000000
175,chr1_0,175000000,176000000
176,chr1_0,176000000,177000000
177,chr1_0,177000000,178000000
178,chr1_0,178000000,179000000
179,chr1_0,179000000,180000000
180,chr1_0,180000000,181000000
181,chr1_0,181000000,182000000
182,chr1_0,182000000,183000000
183,chr1_0,183000000,184000000
184,chr1_0,184000000,185000000
185,chr1_0,185000000,186000000
186,chr1_0,186000000,187000000
187,chr1_0,187000000,188000000
188,chr1_0,188000000,189000000
189,chr1_0,189000000,190000000
190,chr1_0,190000000,191000000
191,chr1_0,191000000,192000000
192,chr1_0,192000000,193000000
193,chr1_0,193000000,194000000
194,chr1_0,194000000,195000000
195,chr1_0,195000000,196000000
196,chr1_0,196000000,197000000
197,chr1_0,197000000,198000000
198,chr1_0,198000000,199000000
199,chr1_0,199000000,200000000
200,chr1_0,200000000,201000000
201,chr1_0,201000000,202000000
202,chr1_0,202000000,203000000
203,chr1_0,203000000,204000000
204,chr1_0,204000000,205000000
205,chr1_0,205000000,206000000
206,chr1_0,206000000,207000000
207,chr1_0,207000000,208000000
208,chr1_0,208000000,209000000
209,chr1_0,209000000,210000000
210,chr1_0,210000000,211000000
211,chr1_0,211000000,212000000
212,chr1_0,212000000,213000000
213,chr1_0,213000000,214000000
214,chr1_0,214000000,215000000
215,chr1_0,215000000,216000000
216,chr1_0,216000000,217000000
217,chr1_0,217000000,218000000
218,chr1_0,218000000,219000000
219,chr1_0,219000000,220000000
220,chr1_0,220000000,221000000
221,chr1_0,221000000,222000000
222,chr1_0,222000000,223000000
223,chr1_0,223000000,224000000
224,chr1_0,224000000,225000000
225,chr1_0,225000000,226000000
226,chr1_0,226000000,227000000
227,chr1_0,227000000,228000000
228,chr1_0,228000000,229000000
229,chr1_0,229000000,230000000
230,chr1_0,230000000,231000000
231,chr1_0,231000000,232000000
232,chr1_0,232000000,233000000
233,chr1_0,233000000,234000000
234,chr1_0,234000000,235000000
235,chr1_0,235000000,236000000
236,chr1_0,236000000,237000000
237,chr1_0,237000000,238000000
238,chr1_0,238000000,239000000
239,chr1_0,239000000,240000000
240,chr1_0,240000000,241000000
241,chr1_0,241000000,242000000
242,chr1_0,242000000,243000000
243,chr1_0,243000000,244000000
244,chr1_0,244000000,245000000
245,chr1_0,245000000,246000000
246,chr1_0,246000000,247000000
247,chr1_0,247000000,248000000
248,chr1_0,248000000,249000000
249,chr1_0,249000000,249250621
250,chr2_0,0,1000000
251,chr2_0,1000000,2000000
252,chr2_0,2000000,3000000
253,chr2_0,3000000,4000000
254,chr2_0,4000000,5000000
255,chr2_0,5000000,6000000
256,chr2_0,6000000,7000000
257,chr2_0,7000000,8000000
258,chr2_0,8000000,9000000
259,chr2_0,9000000,10000000
260,chr2_0,10000000,11000000
261,chr2_0,11000000,12000000
262,chr2_0,12000000,13000000
263,chr2_0,13000000,14000000
264,chr2_0,14000000,15000000
265,chr2_0,15000000,16000000
266,chr2_0,16000000,17000000
267,chr2_0,17000000,18000000
268,chr2_0,18000000,19000000
269,chr2_0,19000000,20000000
270,chr2_0,20000000,21000000
271,chr2_0,21000000,22000000
272,chr2_0,22000000,23000000
273,chr2_0,23000000,24000000
274,chr2_0,24000000,25000000
275,chr2_0,25000000,26000000
276,chr2_0,26000000,27000000
277,chr2_0,27000000,28000000
278,chr2_0,28000000,29000000
279,chr2_0,29000000,30000000
280,chr2_0,30000000,31000000
281,chr2_0,31000000,32000000
282,chr2_0,32000000,33000000
283,chr2_0,33000000,34000000
284,chr2_0,34000000,35000000
285,chr2_0,35000000,36000000
286,chr2_0,36000000,37000000
287,chr2_0,37000000,38000000
288,chr2_0,38000000,39000000
289,chr2_0,39000000,40000000
290,chr2_0,40000000,41000000
291,chr2_0,41000000,42000000
292,chr2_0,42000000,43000000
293,chr2_0,43000000,44000000
294,chr2_0,44000000,45000000
295,chr2_0,45000000,46000000
296,chr2_0,46000000,47000000
297,chr2_0,47000000,48000000
298,chr2_0,48000000,49000000
299,chr2_0,49000000,50000000
300,chr2_0,50000000,51000000
301,chr2_0,51000000,52000000
302,chr2_0,52000000,53000000
303,chr2_0,53000000,54000000
304,chr2_0,54000000,55000000
305,chr2_0,55000000,56000000
306,chr2_0,56000000,57000000
307,chr2_0,57000000,58000000
308,chr2_0,58000000,59000000
309,chr2_0,59000000,60000000
310,chr2_0,60000000,61000000
311,chr2_0,61000000,62000000
312,chr2_0,62000000,63000000
313,chr2_0,63000000,64000000
314,chr2_0,64000000,65000000
315,chr2_0,65000000,66000000
316,chr2_0,66000000,67000000
317,chr2_0,67000000,68000000
318,chr2_0,68000000,69000000
319,chr2_0,69000000,70000000
320,chr2_0,70000000,71000000
321,chr2_0,71000000,72000000
322,chr2_0,72000000,73000000
323,chr2_0,73000000,74000000
324,chr2_0,74000000,75000000
325,chr2_0,75000000,76000000
326,chr2_0,76000000,77000000
327,chr2_0,77000000,78000000
328,chr2_0,78000000,79000000
329,chr2_0,79000000,80000000
330,chr2_0,80000000,81000000
331,chr2_0,81000000,82000000
332,chr2_0,82000000,83000000
333,chr2_0,83000000,84000000
334,chr2_0,84000000,85000000
335,chr2_0,85000000,86000000
336,chr2_0,86000000,87000000
337,chr2_0,87000000,88000000
338,chr2_0,88000000,89000000
339,chr2_0,89000000,90000000
340,chr2_0,90000000,91000000
341,chr2_0,91000000,92000000
342,chr2_0,92000000,93000000
343,chr2_0,93000000,94000000
344,chr2_0,94000000,95000000
345,chr2_0,95000000,96000000
346,chr2_0,96000000,97000000
347,chr2_0,97000000,98000000
348,chr2_0,98000000,99000000
349,chr2_0,99000000,100000000
350,chr2_0,100000000,101000000
351,chr2_0,101000000,102000000
352,chr2_0,102000000,103000000
353,chr2_0,103000000,104000000
354,chr2_0,104000000,105000000
355,chr2_0,105000000,106000000
356,chr2_0,106000000,107000000
357,chr2_0,107000000,108000000
358,chr2_0,108000000,109000000
359,chr2_0,109000000,110000000
360,chr2_0,110000000,111000000
361,chr2_0,111000000,112000000
362,chr2_0,112000000,113000000
363,chr2_0,113000000,114000000
364,chr2_0,114000000,115000000
365,chr2_0,115000000,116000000
366,chr2_0,116000000,117000000
367,chr2_0,117000000,118000000
368,chr2_0,118000000,119000000
369,chr2_0,119000000,120000000
370,chr2_0,120000000,121000000
371,chr2_0,121000000,122000000
372,chr2_0,122000000,123000000
373,chr2_0,123000000,124000000
374,chr2_0,124000000,125000000
375,chr2_0,125000000,126000000
376,chr2_0,126000000,127000000
377,chr2_0,127000000,128000000
378,chr2_0,128000000,129000000
379,chr2_0,129000000,130000000
380,chr2_0,130000000,131000000
381,chr2_0,131000000,132000000
382,chr2_0,132000000,133000000
383,chr2_0,133000000,134000000
384,chr2_0,134000000,135000000
385,chr2_0,135000000,136000000
386,chr2_0,136000000,137000000
387,chr2_0,137000000,138000000
388,chr2_0,138000000,139000000
389,chr2_0,139000000,140000000
390,chr2_0,140000000,141000000
391,chr2_0,141000000,142000000
392,chr2_0,142000000,143000000
393,chr2_0,143000000,144000000
394,chr2_0,144000000,145000000
395,chr2_0,145000000,146000000
396,chr2_0,146000000,147000000
397,chr2_0,147000000,148000000
398,chr2_0,148000000,149000000
399,chr2_0,149000000,150000000
400,chr2_0,150000000,151000000
401,chr2_0,151000000,152000000
402,chr2_0,152000000,153000000
403,chr2_0,153000000,154000000
404,chr2_0,154000000,155000000
405,chr2_0,155000000,156000000
406,chr2_0,156000000,157000000
407,chr2_0,157000000,158000000
408,chr2_0,158000000,159000000
409,chr2_0,159000000,160000000
410,chr2_0,160000000,161000000
411,chr2_0,161000000,162000000
412,chr2_0,162000000,163000000
413,chr2_0,163000000,164000000
414,chr2_0,164000000,165000000
415,chr2_0,165000000,166000000
416,chr2_0,166000000,167000000
417,chr2_0,167000000,168000000
418,chr2_0,168000000,169000000
419,chr2_0,169000000,170000000
420,chr2_0,170000000,171000000
421,chr2_0,171000000,172000000
422,chr2_0,172000000,173000000
423,chr2_0,173000000,174000000
424,chr2_0,174000000,175000000
425,chr2_0,175000000,176000000
426,chr2_0,176000000,177000000
427,chr2_0,177000000,178000000
428,chr2_0,178000000,179000000
429,chr2_0,179000000,180000000
430,chr2_0,180000000,181000000
431,chr2_0,181000000,182000000
432,chr2_0,182000000,183000000
433,chr2_0,183000000,184000000
434,chr2_0,184000000,185000000
435,chr2_0,185000000,186000000
436,chr2_0,186000000,187000000
437,chr2_0,187000000,188000000
438,chr2_0,188000000,189000000
439,chr2_0,189000000,190000000
440,chr2_0,190000000,191000000
441,chr2_0,191000000,192000000
442,chr2_0,192000000,193000000
443,chr2_0,193000000,194000000
444,chr2_0,194000000,195000000
445,chr2_0,195000000,196000000
446,chr2_0,196000000,197000000
447,chr2_0,197000000,198000000
448,chr2_0,198000000,199000000
449,chr2_0,199000000,200000000
450,chr2_0,200000000,201000000
451,chr2_0,201000000,202000000
452,chr2_0,202000000,203000000
453,chr2_0,203000000,204000000
454,chr2_0,204000000,205000000
455,chr2_0,205000000,206000000
456,chr2_0,206000000,207000000
457,chr2_0,207000000,208000000
458,chr2_0,208000000,209000000
459,chr2_0,209000000,210000000
460,chr2_0,210000000,211000000
461,chr2_0,211000000,212000000
462,chr2_0,212000000,213000000
463,chr2_0,213000000,214000000
464,chr2_0,214000000,215000000
465,chr2_0,215000000,216000000
466,chr2_0,216000000,217000000
467,chr2_0,217000000,218000000
468,chr2_0,218000000,219000000
469,chr2_0,219000000,220000000
470,chr2_0,220000000,221000000
471,chr2_0,221000000,222000000
472,chr2_0,222000000,223000000
473,chr2_0,223000000,224000000
474,chr2_0,224000000,225000000
475,chr2_0,225000000,226000000
476,chr2_0,226000000,227000000
477,chr2_0,227000000,228000000
478,chr2_0,228000000,229000000
479,chr2_0,229000000,230000000
480,chr2_0,230000000,231000000
481,chr2_0,231000000,232000000
482,chr2_0,232000000,233000000
483,chr2_0,233000000,234000000
484,chr2_0,234000000,235000000
485,chr2_0,235000000,236000000
486,chr2_0,236000000,237000000
487,chr2_0,237000000,238000000
488,chr2_0,238000000,239000000
489,chr2_0,239000000,240000000
490,chr2_0,240000000,241000000
491,chr2_0,241000000,242000000
492,chr2_0,242000000,243000000
493,chr2_0,243000000,243199373
494,chr3_0,0,1000000
495,chr3_0,1000000,2000000
496,chr3_0,2000000,3000000
497,chr3_0,3000000,4000000
498,chr3_0,4000000,5000000
499,chr3_0,5000000,6000000
500,chr3_0,6000000,7000000
501,chr3_0,7000000,8000000
502,chr3_0,8000000,9000000
503,chr3_0,9000000,10000000
504,chr3_0,10000000,11000000
505,chr3_0,11000000,12000000
506,chr3_0,12000000,13000000
507,chr3_0,13000000,14000000
508,chr3_0,14000000,15000000
509,chr3_0,15000000,16000000
510,chr3_0,16000000,17000000
511,chr3_0,17000000,18000000
512,chr3_0,18000000,19000000
513,chr3_0,19000000,20000000
514,chr3_0,20000000,21000000
515,chr3_0,21000000,22000000
516,chr3_0,22000000,23000000
517,chr3_0,23000000,24000000
518,chr3_0,24000000,25000000
519,chr3_0,25000000,26000000
520,chr3_0,26000000,27000000
521,chr3_0,27000000,28000000
522,chr3_0,28000000,29000000
523,chr3_0,29000000,30000000
524,chr3_0,30000000,31000000
525,chr3_0,31000000,32000000
526,chr3_0,32000000,33000000
527,chr3_0,33000000,34000000
528,chr3_0,34000000,35000000
529,chr3_0,35000000,36000000
530,chr3_0,36000000,37000000
531,chr3_0,37000000,38000000
532,chr3_0,38000000,39000000
533,chr3_0,39000000,40000000
534,chr3_0,40000000,41000000
535,chr3_0,41000000,42000000
536,chr3_0,42000000,43000000
537,chr3_0,43000000,44000000
538,chr3_0,44000000,45000000
539,chr3_0,45000000,46000000
540,chr3_0,46000000,47000000
541,chr3_0,47000000,48000000
542,chr3_0,48000000,49000000
543,chr3_0,49000000,50000000
544,chr3_0,50000000,51000000
545,chr3_0,51000000,52000000
546,chr3_0,52000000,53000000
547,chr3_0,53000000,54000000
548,chr3_0,54000000,55000000
549,chr3_0,55000000,56000000
550,chr3_0,56000000,57000000
551,chr3_0,57000000,58000000
552,chr3_0,58000000,59000000
553,chr3_0,59000000,60000000
554,chr3_0,60000000,61000000
555,chr3_0,61000000,62000000
556,chr3_0,62000000,63000000
557,chr3_0,63000000,64000000
558,chr3_0,64000000,65000000
559,chr3_0,65000000,66000000
560,chr3_0,66000000,67000000
561,chr3_0,67000000,68000000
562,chr3_0,68000000,69000000
563,chr3_0,69000000,70000000
564,chr3_0,70000000,71000000
565,chr3_0,71000000,72000000
566,chr3_0,72000000,73000000
567,chr3_0,73000000,74000000
568,chr3_0,74000000,75000000
569,chr3_0,75000000,76000000
570,chr3_0,76000000,77000000
571,chr3_0,77000000,78000000
572,chr3_0,78000000,79000000
573,chr3_0,79000000,80000000
574,chr3_0,80000000,81000000
575,chr3_0,81000000,82000000
576,chr3_0,82000000,83000000
577,chr3_0,83000000,84000000
578,chr3_0,84000000,85000000
579,chr3_0,85000000,86000000
580,chr3_0,86000000,87000000
581,chr3_0,87000000,88000000
582,chr3_0,88000000,89000000
583,chr3_0,89000000,90000000
584,chr3_0,90000000,91000000
585,chr3_0,91000000,92000000
586,chr3_0,92000000,93000000
587,chr3_0,93000000,94000000
588,chr3_0,94000000,95000000
589,chr3_0,95000000,96000000
590,chr3_0,96000000,97000000
591,chr3_0,97000000,98000000
592,chr3_0,98000000,99000000
593,chr3_0,99000000,100000000
594,chr3_0,100000000,101000000
595,chr3_0,101000000,102000000
596,chr3_0,102000000,103000000
597,chr3_0,103000000,104000000
598,chr3_0,104000000,105000000
599,chr3_0,105000000,106000000
600,chr3_0,106000000,107000000
601,chr3_0,107000000,108000000
602,chr3_0,108000000,109000000
603,chr3_0,109000000,110000000
604,chr3_0,110000000,111000000
605,chr3_0,111000000,112000000
606,chr3_0,112000000,113000000
607,chr3_0,113000000,114000000
608,chr3_0,114000000,115000000
609,chr3_0,115000000,116000000
610,chr3_0,116000000,117000000
611,chr3_0,117000000,118000000
612,chr3_0,118000000,119000000
613,chr3_0,119000000,120000000
614,chr3_0,120000000,121000000
615,chr3_0,121000000,122000000
616,chr3_0,122000000,123000000
617,chr3_0,123000000,124000000
618,chr3_0,124000000,125000000
619,chr3_0,125000000,126000000
620,chr3_0,126000000,127000000
621,chr3_0,127000000,128000000
622,chr3_0,128000000,129000000
623,chr3_0,129000000,130000000
624,chr3_0,130000000,131000000
625,chr3_0,131000000,132000000
626,chr3_0,132000000,133000000
627,chr3_0,133000000,134000000
628,chr3_0,134000000,135000000
629,chr3_0,135000000,136000000
630,chr3_0,136000000,137000000
631,chr3_0,137000000,138000000
632,chr3_0,138000000,139000000
633,chr3_0,139000000,140000000
634,chr3_0,140000000,141000000
635,chr3_0,141000000,142000000
636,chr3_0,142000000,143000000
637,chr3_0,143000000,144000000
638,chr3_0,144000000,145000000
639,chr3_0,145000000,146000000
640,chr3_0,146000000,147000000
641,chr3_0,147000000,148000000
642,chr3_0,148000000,149000000
643,chr3_0,149000000,150000000
644,chr3_0,150000000,151000000
645,chr3_0,151000000,152000000
646,chr3_0,152000000,153000000
647,chr3_0,153000000,154000000
648,chr3_0,154000000,155000000
649,chr3_0,155000000,156000000
650,chr3_0,156000000,157000000
651,chr3_0,157000000,158000000
652,chr3_0,158000000,159000000
653,chr3_0,159000000,160000000
654,chr3_0,160000000,161000000
655,chr3_0,161000000,162000000
656,chr3_0,162000000,163000000
657,chr3_0,163000000,164000000
658,chr3_0,164000000,165000000
659,chr3_0,165000000,166000000
660,chr3_0,166000000,167000000
661,chr3_0,167000000,168000000
662,chr3_0,168000000,169000000
663,chr3_0,169000000,170000000
664,chr3_0,170000000,171000000
665,chr3_0,171000000,172000000
666,chr3_0,172000000,173000000
667,chr3_0,173000000,174000000
668,chr3_0,174000000,175000000
669,chr3_0,175000000,176000000
670,chr3_0,176000000,177000000
671,chr3_0,177000000,178000000
672,chr3_0,178000000,179000000
673,chr3_0,179000000,180000000
674,chr3_0,180000000,181000000
675,chr3_0,181000000,182000000
676,chr3_0,182000000,183000000
677,chr3_0,183000000,184000000
678,chr3_0,184000000,185000000
679,chr3_0,185000000,186000000
680,chr3_0,186000000,187000000
681,chr3_0,187000000,188000000
682,chr3_0,188000000,189000000
683,chr3_0,189000000,190000000
684,chr3_0,190000000,191000000
685,chr3_0,191000000,192000000
686,chr3_0,192000000,193000000
687,chr3_0,193000000,194000000
688,chr3_0,194000000,195000000
689,chr3_0,195000000,196000000
690,chr3_0,196000000,197000000
691,chr3_0,197000000,198000000
692,chr3_0,198000000,198022430
693,chr4_0,0,1000000
694,chr4_0,1000000,2000000
695,chr4_0,2000000,3000000
696,chr4_0,3000000,4000000
697,chr4_0,4000000,5000000
698,chr4_0,5000000,6000000
699,chr4_0,6000000,7000000
700,chr4_0,7000000,8000000
701,chr4_0,8000000,9000000
702,chr4_0,9000000,10000000
703,chr4_0,10000000,11000000
704,chr4_0,11000000,12000000
705,chr4_0,12000000,13000000
706,chr4_0,13000000,14000000
707,chr4_0,14000000,15000000
708,chr4_0,15000000,16000000
709,chr4_0,16000000,17000000
710,chr4_0,17000000,18000000
711,chr4_0,18000000,19000000
712,chr4_0,19000000,20000000
713,chr4_0,20000000,21000000
714,chr4_0,21000000,22000000
715,chr4_0,22000000,23000000
716,chr4_0,23000000,24000000
717,chr4_0,24000000,25000000
718,chr4_0,25000000,26000000
719,chr4_0,26000000,27000000
720,chr4_0,27000000,28000000
721,chr4_0,28000000,29000000
722,chr4_0,29000000,30000000
723,chr4_0,30000000,31000000
724,chr4_0,31000000,32000000
725,chr4_0,32000000,33000000
726,chr4_0,33000000,34000000
727,chr4_0,34000000,35000000
728,chr4_0,35000000,36000000
729,chr4_0,36000000,37000000
730,chr4_0,37000000,38000000
731,chr4_0,38000000,39000000
732,chr4_0,39000000,40000000
733,chr4_0,40000000,41000000
734,chr4_0,41000000,42000000
735,chr4_0,42000000,43000000
736,chr4_0,43000000,44000000
737,chr4_0,44000000,45000000
738,chr4_0,45000000,46000000
739,chr4_0,46000000,47000000
740,chr4_0,47000000,48000000
741,chr4_0,48000000,49000000
742,chr4_0,49000000,50000000
743,chr4_0,50000000,51000000
744,chr4_0,51000000,52000000
745,chr4_0,52000000,53000000
746,chr4_0,53000000,54000000
747,chr4_0,54000000,55000000
748,chr4_0,55000000,56000000
749,chr4_0,56000000,57000000
750,chr4_0,57000000,58000000
751,chr4_0,58000000,59000000
752,chr4_0,59000000,60000000
753,chr4_0,60000000,61000000
754,chr4_0,61000000,62000000
755,chr4_0,62000000,63000000
756,chr4_0,63000000,64000000
757,chr4_0,64000000,65000000
758,chr4_0,65000000,66000000
759,chr4_0,66000000,67000000
760,chr4_0,67000000,68000000
761,chr4_0,68000000,69000000
762,chr4_0,69000000,70000000
763,chr4_0,70000000,71000000
764,chr4_0,71000000,72000000
765,chr4_0,72000000,73000000
766,chr4_0,73000000,74000000
767,chr4_0,74000000,75000000
768,chr4_0,75000000,76000000
769,chr4_0,76000000,77000000
770,chr4_0,77000000,78000000
771,chr4_0,78000000,79000000
772,chr4_0,79000000,80000000
773,chr4_0,80000000,81000000
774,chr4_0,81000000,82000000
775,chr4_0,82000000,83000000
776,chr4_0,83000000,84000000
777,chr4_0,84000000,85000000
778,chr4_0,85000000,86000000
779,chr4_0,86000000,87000000
780,chr4_0,87000000,88000000
781,chr4_0,88000000,89000000
782,chr4_0,89000000,90000000
783,chr4_0,90000000,91000000
784,chr4_0,91000000,92000000
785,chr4_0,92000000,93000000
786,chr4_0,93000000,94000000
787,chr4_0,94000000,95000000
788,chr4_0,95000000,96000000
789,chr4_0,96000000,97000000
790,chr4_0,97000000,98000000
791,chr4_0,98000000,99000000
792,chr4_0,99000000,100000000
793,chr4_0,100000000,101000000
794,chr4_0,101000000,102000000
795,chr4_0,102000000,103000000
796,chr4_0,103000000,104000000
797,chr4_0,104000000,105000000
798,chr4_0,105000000,106000000
799,chr4_0,106000000,107000000
800,chr4_0,107000000,108000000
801,chr4_0,108000000,109000000
802,chr4_0,109000000,110000000
803,chr4_0,110000000,111000000
804,chr4_0,111000000,112000000
805,chr4_0,112000000,113000000
806,chr4_0,113000000,114000000
807,chr4_0,114000000,115000000
808,chr4_0,115000000,116000000
809,chr4_0,116000000,117000000
810,chr4_0,117000000,118000000
811,chr4_0,118000000,119000000
812,chr4_0,119000000,120000000
813,chr4_0,120000000,121000000
814,chr4_0,121000000,122000000
815,chr4_0,122000000,123000000
816,chr4_0,123000000,124000000
817,chr4_0,124000000,125000000
818,chr4_0,125000000,126000000
819,chr4_0,126000000,127000000
820,chr4_0,127000000,128000000
821,chr4_0,128000000,129000000
822,chr4_0,129000000,130000000
823,chr4_0,130000000,131000000
824,chr4_0,131000000,132000000
825,chr4_0,132000000,133000000
826,chr4_0,133000000,134000000
827,chr4_0,134000000,135000000
828,chr4_0,135000000,136000000
829,chr4_0,136000000,137000000
830,chr4_0,137000000,138000000
831,chr4_0,138000000,139000000
832,chr4_0,139000000,140000000
833,chr4_0,140000000,141000000
834,chr4_0,141000000,142000000
835,chr4_0,142000000,143000000
836,chr4_0,143000000,144000000
837,chr4_0,144000000,145000000
838,chr4_0,145000000,146000000
839,chr4_0,146000000,147000000
840,chr4_0,147000000,148000000
841,chr4_0,148000000,149000000
842,chr4_0,149000000,150000000
843,chr4_0,150000000,151000000
844,chr4_0,151000000,152000000
845,chr4_0,152000000,153000000
846,chr4_0,153000000,154000000
847,chr4_0,154000000,155000000
848,chr4_0,155000000,156000000
849,chr4_0,156000000,157000000
850,chr4_0,157000000,158000000
851,chr4_0,158000000,159000000
852,chr4_0,159000000,160000000
853,chr4_0,160000000,161000000
854,chr4_0,161000000,162000000
855,chr4_0,162000000,163000000
856,chr4_0,163000000,164000000
857,chr4_0,164000000,165000000
858,chr4_0,165000000,166000000
859,chr4_0,166000000,167000000
860,chr4_0,167000000,168000000
861,chr4_0,168000000,169000000
862,chr4_0,169000000,170000000
863,chr4_0,170000000,171000000
864,chr4_0,171000000,172000000
865,chr4_0,172000000,173000000
866,chr4_0,173000000,174000000
867,chr4_0,174000000,175000000
868,chr4_0,175000000,176000000
869,chr4_0,176000000,177000000
870,chr4_0,177000000,178000000
871,chr4_0,178000000,179000000
872,chr4_0,179000000,180000000
873,chr4_0,180000000,181000000
